name,path,size,type
lesson_01,C:\Users\Admin\MyProjectsPython\GB_python\venv,4363,directory
lesson_02,C:\Users\Admin\MyProjectsPython\GB_python\venv,4978,directory
lesson_03,C:\Users\Admin\MyProjectsPython\GB_python\venv,10117,directory
lesson_04,C:\Users\Admin\MyProjectsPython\GB_python\venv,10010,directory
lesson_05,C:\Users\Admin\MyProjectsPython\GB_python\venv,5460,directory
lesson_06,C:\Users\Admin\MyProjectsPython\GB_python\venv,6696,directory
lesson_07,C:\Users\Admin\MyProjectsPython\GB_python\venv,10568,directory
lesson_08,C:\Users\Admin\MyProjectsPython\GB_python\venv,11777,directory
Lib,C:\Users\Admin\MyProjectsPython\GB_python\venv,16858296,directory
Scripts,C:\Users\Admin\MyProjectsPython\GB_python\venv,2160578,directory
seminar_01,C:\Users\Admin\MyProjectsPython\GB_python\venv,6266,directory
seminar_02,C:\Users\Admin\MyProjectsPython\GB_python\venv,9936,directory
seminar_03,C:\Users\Admin\MyProjectsPython\GB_python\venv,9509,directory
seminar_04,C:\Users\Admin\MyProjectsPython\GB_python\venv,10206,directory
seminar_05,C:\Users\Admin\MyProjectsPython\GB_python\venv,6331,directory
seminar_06,C:\Users\Admin\MyProjectsPython\GB_python\venv,8430,directory
seminar_07,C:\Users\Admin\MyProjectsPython\GB_python\venv,7908,directory
seminar_08,C:\Users\Admin\MyProjectsPython\GB_python\venv,542549,directory
.gitignore,C:\Users\Admin\MyProjectsPython\GB_python\venv,42,file
pyvenv.cfg,C:\Users\Admin\MyProjectsPython\GB_python\venv,404,file
task_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,480,file
task_if_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,104,file
task_if_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,197,file
task_if_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,248,file
task_if_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,387,file
task_if_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,315,file
task_if_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,379,file
task_if_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,290,file
task_if_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,196,file
task_if_09.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,166,file
task_if_10.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,228,file
task_loop_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,114,file
task_loop_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,196,file
task_loop_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,304,file
task_loop_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,473,file
task_loop_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,74,file
task_loop_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,91,file
task_loop_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_01,121,file
lesson_task_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,55,file
lesson_task_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,721,file
task_atr_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,49,file
task_atr_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,63,file
task_atr_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,26,file
task_atr_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,31,file
task_dig_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,85,file
task_dig_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,113,file
task_dig_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,23,file
task_dig_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,77,file
task_dig_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,99,file
task_dig_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,169,file
task_dig_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,150,file
task_dig_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,74,file
task_math_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,99,file
task_math_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,302,file
task_math_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,118,file
task_math_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,71,file
task_math_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,146,file
task_mut_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,186,file
task_mut_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,101,file
task_mut_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,171,file
task_str_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,208,file
task_str_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,467,file
task_str_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,360,file
task_str_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,210,file
task_type_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,55,file
task_type_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,105,file
task_type_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,124,file
task_type_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,147,file
task_type_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,73,file
task_typing_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,78,file
task_typing_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,140,file
task_typing_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_02,82,file
lesson_task_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,178,file
lesson_task_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,122,file
lesson_task_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,196,file
lesson_task_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,207,file
lesson_task_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,191,file
task_bytes_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,169,file
task_bytes_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,110,file
task_dict_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,186,file
task_dict_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,92,file
task_dict_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,159,file
task_dict_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,182,file
task_dict_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,357,file
task_dict_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,133,file
task_dict_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,141,file
task_dict_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,242,file
task_dict_09.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,184,file
task_dict_10.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,250,file
task_dict_11.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,321,file
task_list_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,112,file
task_list_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,189,file
task_list_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,277,file
task_list_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,253,file
task_list_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,180,file
task_list_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,122,file
task_list_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,195,file
task_list_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,171,file
task_list_09.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,151,file
task_list_10.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,230,file
task_list_11.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,177,file
task_list_12.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,109,file
task_list_13.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,185,file
task_list_14.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,165,file
task_list_15.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,202,file
task_list_16.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,323,file
task_list_17.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,327,file
task_list_18.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,167,file
task_set_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,204,file
task_set_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,209,file
task_set_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,102,file
task_set_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,86,file
task_set_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,302,file
task_set_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,236,file
task_set_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,241,file
task_set_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,53,file
task_str_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,128,file
task_str_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,117,file
task_str_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,42,file
task_str_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,105,file
task_str_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,109,file
task_str_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,158,file
task_str_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,238,file
task_str_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,298,file
task_str_09.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,105,file
task_str_10.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,156,file
task_str_11.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,154,file
task_tuple_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_03,119,file
lesson_task_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,174,file
task_builtins_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,155,file
task_builtins_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,122,file
task_builtins_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,324,file
task_builtins_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,293,file
task_builtins_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,293,file
task_builtins_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,114,file
task_builtins_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,421,file
task_builtins_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,362,file
task_builtins_09.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,74,file
task_builtins_10.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,74,file
task_builtins_11.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,137,file
task_builtins_12.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,226,file
task_builtins_13.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,34,file
task_def_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,130,file
task_def_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,26,file
task_def_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,364,file
task_def_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,346,file
task_def_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,291,file
task_def_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,407,file
task_def_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,252,file
task_def_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,381,file
task_def_09.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,235,file
task_def_10.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,235,file
task_def_11.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,220,file
task_def_12.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,263,file
task_def_13.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,275,file
task_def_14.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,267,file
task_def_15.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,162,file
task_def_16.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,574,file
task_def_17.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,77,file
task_def_18.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,278,file
task_def_19.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,241,file
task_def_20.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,336,file
task_def_21.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,353,file
task_def_22.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,419,file
task_def_23.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,109,file
task_def_24.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,338,file
task_def_25.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,246,file
task_def_26.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_04,382,file
lesson_task_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,73,file
lesson_task_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,136,file
lesson_task_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,197,file
lesson_task_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,176,file
mydata.bin,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,52,file
task_generator_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,172,file
task_generator_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,151,file
task_generator_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,199,file
task_generator_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,143,file
task_generator_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,244,file
task_generator_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,288,file
task_generator_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,324,file
task_generator_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,192,file
task_iterator_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,247,file
task_iterator_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,232,file
task_iterator_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,217,file
task_iterator_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,213,file
task_oneline_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,53,file
task_oneline_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,70,file
task_oneline_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,225,file
task_oneline_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,301,file
task_oneline_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,184,file
task_oneline_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,135,file
task_oneline_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,142,file
task_oneline_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,87,file
task_oneline_09.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,172,file
task_oneline_10.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,122,file
task_yield_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,236,file
task_yield_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,191,file
task_yield_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_05,286,file
mathematical,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,3500,directory
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,574,directory
lesson_task_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,70,file
lesson_task_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,67,file
lesson_task_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,232,file
random_.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,72,file
super_module.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,288,file
task_builtins_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,31,file
task_builtins_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,68,file
task_builtins_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,484,file
task_import_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,87,file
task_import_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,46,file
task_import_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,70,file
task_import_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,99,file
task_import_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,254,file
task_import_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,351,file
task_module_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,194,file
task_module_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,74,file
task_module_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06,135,file
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06\mathematical,2164,directory
advanced_math.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06\mathematical,495,file
base_math.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06\mathematical,841,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06\mathematical,0,file
advanced_math.cpython-310.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06\mathematical\__pycache__,775,file
base_math.cpython-310.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06\mathematical\__pycache__,1215,file
__init__.cpython-310.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06\mathematical\__pycache__,174,file
super_module.cpython-310.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_06\__pycache__,574,file
dir,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,0,directory
new_os_dir,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,0,directory
new_path_dir,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,0,directory
bin_data,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,1200,file
data.bin,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,100,file
data.txt,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,18,file
lesson_task_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,284,file
lesson_task_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,330,file
new_data.txt,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,64,file
task_files_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,58,file
task_files_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,76,file
task_files_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,105,file
task_files_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,75,file
task_files_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,385,file
task_files_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,153,file
task_files_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,248,file
task_files_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,258,file
task_files_09.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,77,file
task_files_10.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,207,file
task_files_11.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,121,file
task_files_12.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,109,file
task_files_13.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,125,file
task_files_14.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,106,file
task_files_15.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,154,file
task_files_16.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,189,file
task_files_17.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,395,file
task_files_18.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,402,file
task_files_19.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,334,file
task_files_20.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,351,file
task_files_21.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,366,file
task_files_22.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,481,file
task_files_23.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,497,file
task_files_24.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,203,file
task_files_25.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,97,file
task_fs_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,78,file
task_fs_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,136,file
task_fs_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,93,file
task_fs_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,201,file
task_fs_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,187,file
task_fs_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,145,file
task_fs_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,212,file
task_fs_08.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,125,file
task_fs_09.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,466,file
task_fs_10.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,135,file
task_fs_11.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,180,file
task_fs_12.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,219,file
task_fs_13.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,80,file
task_fs_14.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,57,file
task_fs_15.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,39,file
task_fs_16.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,118,file
text_data.txt,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_07,529,file
biostats.csv,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,520,file
biostats_new.csv,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,52,file
biostats_tab.csv,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,442,file
lesson_task_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,148,file
lesson_task_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,476,file
lesson_task_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,268,file
my_dict.pickle,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,179,file
new_biostats.csv,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,49,file
new_user.json,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,264,file
quest.csv,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,244,file
quest.pickle,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,407,file
task_csv_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,165,file
task_csv_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,220,file
task_csv_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,665,file
task_csv_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,398,file
task_csv_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,370,file
task_csv_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,918,file
task_json_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,261,file
task_json_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,848,file
task_json_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,545,file
task_json_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,126,file
task_json_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,583,file
task_json_06.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,667,file
task_json_07.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,380,file
task_pickle_01.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,145,file
task_pickle_02.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,536,file
task_pickle_03.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,271,file
task_pickle_04.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,845,file
task_pickle_05.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,212,file
user.json,C:\Users\Admin\MyProjectsPython\GB_python\venv\lesson_08,573,file
site-packages,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib,16858296,directory
certifi,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages,282396,directory
