name,path,size,type
INSTALLER,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Flask-2.2.3.dist-info,4,file
LICENSE.rst,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Flask-2.2.3.dist-info,1475,file
METADATA,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Flask-2.2.3.dist-info,3889,file
RECORD,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Flask-2.2.3.dist-info,3433,file
REQUESTED,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Flask-2.2.3.dist-info,0,file
top_level.txt,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Flask-2.2.3.dist-info,6,file
WHEEL,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Flask-2.2.3.dist-info,92,file
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna,193062,directory
codec.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna,3374,file
compat.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna,321,file
core.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna,12950,file
idnadata.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna,44375,file
intranges.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna,1881,file
package_data.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna,21,file
py.typed,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna,0,file
uts46data.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna,206539,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna,849,file
codec.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna\__pycache__,3068,file
compat.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna\__pycache__,750,file
core.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna\__pycache__,9862,file
idnadata.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna\__pycache__,23185,file
intranges.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna\__pycache__,1981,file
package_data.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna\__pycache__,195,file
uts46data.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna\__pycache__,153190,file
__init__.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna\__pycache__,831,file
INSTALLER,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna-3.4.dist-info,4,file
LICENSE.md,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna-3.4.dist-info,1523,file
METADATA,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna-3.4.dist-info,9830,file
RECORD,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna-3.4.dist-info,1370,file
WHEEL,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\idna-3.4.dist-info,81,file
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,51172,directory
py.typed,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,0,file
_adapters.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,2454,file
_collections.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,743,file
_compat.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,1857,file
_functools.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,2895,file
_itertools.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,2068,file
_meta.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,1165,file
_py39compat.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,1098,file
_text.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,2166,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata,26490,file
_adapters.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata\__pycache__,2958,file
_collections.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata\__pycache__,1556,file
_compat.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata\__pycache__,2040,file
_functools.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata\__pycache__,3146,file
_itertools.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata\__pycache__,2023,file
_meta.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata\__pycache__,2456,file
_py39compat.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata\__pycache__,1192,file
_text.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata\__pycache__,3089,file
__init__.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata\__pycache__,32712,file
INSTALLER,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata-6.0.0.dist-info,4,file
LICENSE,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata-6.0.0.dist-info,11358,file
METADATA,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata-6.0.0.dist-info,4958,file
RECORD,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata-6.0.0.dist-info,1952,file
top_level.txt,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata-6.0.0.dist-info,19,file
WHEEL,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\importlib_metadata-6.0.0.dist-info,92,file
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous,34474,directory
encoding.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous,1419,file
exc.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous,3206,file
py.typed,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous,0,file
serializer.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous,11144,file
signer.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous,9367,file
timed.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous,8174,file
url_safe.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous,2402,file
_json.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous,450,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous,876,file
encoding.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous\__pycache__,1879,file
exc.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous\__pycache__,3435,file
serializer.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous\__pycache__,9743,file
signer.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous\__pycache__,8434,file
timed.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous\__pycache__,6480,file
url_safe.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous\__pycache__,2715,file
_json.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous\__pycache__,922,file
__init__.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous\__pycache__,866,file
INSTALLER,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous-2.1.2.dist-info,4,file
LICENSE.rst,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous-2.1.2.dist-info,1475,file
METADATA,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous-2.1.2.dist-info,2928,file
RECORD,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous-2.1.2.dist-info,1638,file
top_level.txt,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous-2.1.2.dist-info,13,file
WHEEL,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\itsdangerous-2.1.2.dist-info,92,file
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,425916,directory
async_utils.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,2472,file
bccache.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,14061,file
compiler.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,72172,file
constants.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,1433,file
debug.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,6299,file
defaults.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,1267,file
environment.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,61349,file
exceptions.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,5071,file
ext.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,31502,file
filters.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,53509,file
idtracking.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,10704,file
lexer.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,29726,file
loaders.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,23207,file
meta.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,4396,file
nativetypes.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,4226,file
nodes.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,34550,file
optimizer.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,1650,file
parser.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,39595,file
py.typed,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,0,file
runtime.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,33476,file
sandbox.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,14584,file
tests.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,5905,file
utils.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,23965,file
visitor.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,3568,file
_identifier.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,1958,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2,1927,file
async_utils.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,2661,file
bccache.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,13898,file
compiler.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,54178,file
constants.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,1538,file
debug.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,3976,file
defaults.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,1338,file
environment.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,53106,file
exceptions.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,5579,file
ext.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,25534,file
filters.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,50401,file
idtracking.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,11088,file
lexer.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,20264,file
loaders.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,20433,file
meta.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,3796,file
nativetypes.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,4960,file
nodes.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,40873,file
optimizer.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,1927,file
parser.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,27575,file
runtime.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,32165,file
sandbox.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,11918,file
tests.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,6570,file
utils.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,24538,file
visitor.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,3921,file
_identifier.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,2077,file
__init__.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\jinja2\__pycache__,1602,file
entry_points.txt,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Jinja2-3.1.2.dist-info,59,file
INSTALLER,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Jinja2-3.1.2.dist-info,4,file
LICENSE.rst,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Jinja2-3.1.2.dist-info,1475,file
METADATA,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Jinja2-3.1.2.dist-info,3539,file
RECORD,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Jinja2-3.1.2.dist-info,3676,file
top_level.txt,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Jinja2-3.1.2.dist-info,7,file
WHEEL,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\Jinja2-3.1.2.dist-info,92,file
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\markupsafe,12790,directory
py.typed,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\markupsafe,0,file
_native.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\markupsafe,1776,file
_speedups.c,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\markupsafe,7403,file
_speedups.cp39-win_amd64.pyd,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\markupsafe,15872,file
_speedups.pyi,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\markupsafe,238,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\markupsafe,9601,file
_native.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\markupsafe\__pycache__,2008,file
__init__.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\markupsafe\__pycache__,10782,file
INSTALLER,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\MarkupSafe-2.1.2.dist-info,4,file
LICENSE.rst,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\MarkupSafe-2.1.2.dist-info,1503,file
METADATA,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\MarkupSafe-2.1.2.dist-info,3320,file
RECORD,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\MarkupSafe-2.1.2.dist-info,1093,file
top_level.txt,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\MarkupSafe-2.1.2.dist-info,11,file
WHEEL,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\MarkupSafe-2.1.2.dist-info,100,file
_internal,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip,1566632,directory
_vendor,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip,6274707,directory
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip,586,directory
py.typed,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip,286,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip,368,file
__main__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip,1198,file
cli,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,160815,directory
commands,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,125755,directory
distributions,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,16567,directory
index,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,111165,directory
locations,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,30727,directory
metadata,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,21734,directory
models,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,65798,directory
network,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,84085,directory
operations,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,139293,directory
req,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,179908,directory
resolution,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,174892,directory
utils,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,219359,directory
vcs,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,104081,directory
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,59808,directory
build_env.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,9746,file
cache.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,9958,file
configuration.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,13725,file
exceptions.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,13170,file
main.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,351,file
pyproject.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,7061,file
self_outdated_check.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,6484,file
wheel_builder.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,11740,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal,410,file
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,69633,directory
autocompletion.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,6350,file
base_command.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,7741,file
cmdoptions.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,28999,file
command_context.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,815,file
main.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,2483,file
main_parser.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,2642,file
parser.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,11097,file
progress_bars.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,8576,file
req_command.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,16884,file
spinners.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,5347,file
status_codes.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,116,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli,132,file
autocompletion.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,4966,file
base_command.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,5789,file
cmdoptions.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,21023,file
command_context.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,1217,file
main.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,1317,file
main_parser.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,2098,file
parser.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,9362,file
progress_bars.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,7434,file
req_command.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,11207,file
spinners.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,4605,file
status_codes.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,347,file
__init__.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\cli\__pycache__,268,file
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,22467,directory
cache.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,7414,file
check.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,1587,file
completion.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,2951,file
configuration.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,9206,file
debug.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,6806,file
download.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,4993,file
freeze.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,3431,file
hash.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,1713,file
help.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,1149,file
install.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,27135,file
list.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,11331,file
search.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,5598,file
show.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,6866,file
uninstall.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,3216,file
wheel.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,6233,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands,3659,file
freeze.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands\__pycache__,2914,file
install.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands\__pycache__,16692,file
__init__.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\commands\__pycache__,2861,file
__pycache__,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\distributions,8686,directory
base.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\distributions,1245,file
installed.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\distributions,667,file
sdist.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\distributions,3900,file
wheel.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\distributions,1205,file
__init__.py,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\distributions,864,file
base.cpython-39.pyc,C:\Users\Admin\MyProjectsPython\GB_python\venv\Lib\site-packages\pip\_internal\distributions\__pycache__,1820,file
